lsoa21cd,mean_delay,vehicle_count
E01005596,3.22,3
E01005596,11.88,1
E01005593,1.16,3
E01005593,10.79,1
E01005593,2.74,7
E01005595,2.26,7
E01005596,2.72,7
E01005596,2.51,3
E01005596,11.08,1
E01005523,2.69,7
E01005523,2.09,7
E01005596,2.76,7
E01005516,3.69,7
E01005516,3.21,7
E01005517,3.62,7
E01005517,3.19,7
E01005521,3.38,6
E01005521,2.88,6
E01005517,3.5,7
E01005521,-0.38,3
E01005521,7.17,1
E01004955,126.08,12
E01004955,5.86,6
E01004955,4.52,5
E01005024,726.14,2
E01005024,292.41,5
E01004980,150.58,10
E01004958,4.8,6
E01004958,3.6,4
E01004959,125.8,12
E01004960,5.15,6
E01004960,4.64,5
E01004959,5.47,6
E01004959,4.59,5
E01004959,125.72,12
E01004958,4.76,6
E01004958,4.88,5
E01004956,126.01,12
E01004955,126.25,12
E01004955,5.55,6
E01004955,4.49,5
E01004955,126.42,12
E01004955,6.08,6
E01004955,4.23,5
E01004954,6.4,6
E01004954,3.63,5
E01004954,126.82,12
E01004954,6.41,6
E01004954,3.61,5
E01004954,126.15,12
E01004954,126.2,12
E01004954,6.06,6
E01004954,3.17,5
E01004954,126.49,12
E01005483,4.47,6
E01005483,2,6
E01005483,148.18,10
E01005483,3.78,5
E01005483,2.25,6
E01005482,3.64,2
E01005482,1.49,3
E01005482,147.68,10
E01005483,148.67,10
E01005487,148.87,10
E01005487,3.86,6
E01005487,2.08,6
E01005487,4.03,6
E01005487,1.98,6
E01005487,149.26,10
E01005487,3.72,6
E01005487,2.59,6
E01005487,148.98,10
E01005575,3.6,6
E01005575,2.63,6
E01005575,135.28,11
E01005575,4.13,6
E01005575,3.31,6
E01005575,134.82,11
E01005575,3.77,6
E01005575,3.38,6
E01005575,4.27,6
E01005575,4.06,6
E01005575,135.17,11
E01005574,135.6,11
E01005574,3.9,6
E01005574,3.94,6
E01005574,3.46,6
E01005574,3.67,6
E01005574,136.22,11
E01005574,135.3,11
E01005499,4.8,6
E01005499,3.38,6
E01005499,4.34,6
E01005499,2.98,6
E01005499,127,12
E01005499,4.53,6
E01005499,3.22,6
E01005499,127.34,12
E01005499,4.06,6
E01005499,2.88,6
E01005575,135.79,11
E01005575,3.91,6
E01005575,2.98,6
E01005575,134.75,11
E01004954,5.74,6
E01004954,1.91,5
E01005499,126.85,12
E01005499,6.01,6
E01005499,2.59,5
E01005499,126.51,12
E01005499,5.38,6
E01005499,2.26,5
E01005499,127.02,12
E01005587,3.51,6
E01005587,3.84,6
E01005590,3.74,6
E01005590,2.75,6
E01005590,148.76,10
E01005589,148.94,10
E01005589,4.3,6
E01005589,3.27,6
E01005589,4,6
E01005589,2.96,6
E01005589,148.64,10
E01005589,148.98,10
E01005589,4.63,6
E01005589,3.32,6
E01005496,3.68,6
E01005496,3.26,6
E01005496,149.42,10
E01005496,148.79,10
E01005496,3.1,6
E01005496,2.89,6
E01005496,150.5,10
E01005496,4.16,6
E01005496,3.96,6
E01005496,148.66,10
E01005496,3.38,6
E01005496,3.05,6
E01005574,4.32,6
E01005574,3.81,6
E01005574,135.9,11
E01005588,4.2,6
E01005588,3.75,6
E01005588,135.92,11
E01005488,4.06,6
E01005488,3.62,6
E01005488,149.46,10
E01004955,7.56,12
E01004955,3.03,6
E01004955,8.03,6
E01005024,24.37,1
E01005024,3.04,1
E01005024,9.62,10
E01004980,8.24,11
E01004958,2.68,6
E01004958,8.43,5
E01004959,7.25,12
E01004960,2.52,6
E01004960,8.16,6
E01004959,2.92,6
E01004959,8.5,6
E01004959,7.25,12
E01004958,2.52,6
E01004958,8.47,6
E01004956,8.51,13
E01004955,8.1,12
E01004955,2.96,6
E01004955,7.88,6
E01004955,8.19,12
E01004955,3.19,6
E01004955,7.4,6
E01004954,3.46,6
E01004954,7.09,6
E01004954,8.56,12
E01004954,3.28,6
E01004954,7.08,6
E01004954,7.72,12
E01004954,7.79,12
E01004954,2.92,6
E01004954,6.78,6
E01004954,8.02,12
E01005482,1.93,6
E01005482,6.97,6
E01005482,5.21,8
E01005592,2.36,6
E01005592,10.77,8
E01005590,6.13,9
E01005482,0.95,3
E01005482,5.48,3
E01005482,5.18,8
E01005590,1.97,6
E01005590,7.06,6
E01005591,1.47,6
E01005591,9.99,7
E01005591,8.68,11
E01005590,8.87,11
E01005590,1.28,6
E01005590,9.57,8
E01005592,1.75,6
E01005592,10.28,8
E01005592,8.36,11
E01005592,6.37,11
E01005575,0.88,6
E01005575,8.81,7
E01005575,7.28,11
E01005575,1.4,6
E01005575,9.42,7
E01005575,6.93,11
E01005575,1.03,6
E01005575,9.38,7
E01005575,1.59,6
E01005575,10,7
E01005575,7.34,11
E01005574,7.74,11
E01005574,1.28,6
E01005574,9.87,7
E01005574,0.94,6
E01005574,9.58,7
E01005574,8.42,11
E01005574,8.51,11
E01005499,1.85,6
E01005499,5.81,6
E01005499,1.42,6
E01005499,5.49,6
E01005499,8.43,12
E01005499,1.64,6
E01005499,5.81,6
E01005499,8.7,12
E01005499,1.16,6
E01005499,5.65,6
E01005575,7.7,11
E01005575,1.17,6
E01005575,5.75,6
E01005575,6.75,11
E01005577,2.34,6
E01005577,10.28,8
E01005577,5.31,11
E01005577,1.89,6
E01005577,10.12,8
E01005592,5.67,10
E01004954,2.63,6
E01004954,5.54,6
E01005499,8.33,12
E01005499,2.92,6
E01005499,5.87,6
E01005499,7.96,12
E01005499,2.35,6
E01005499,5.34,6
E01005499,8.39,12
E01005587,1.12,6
E01005587,9.9,7
E01005588,1.72,6
E01005588,10.63,7
E01005588,8.84,11
E01005588,1.44,6
E01005588,10.19,7
E01005588,8.27,11
E01005588,1.13,6
E01005588,9.89,7
E01005591,8.9,11
E01005591,1.8,6
E01005591,9.87,7
E01005591,9.04,11
E01005591,1.03,6
E01005591,10.26,7
E01005572,10.58,1
E01005571,8.11,1
E01005590,9.47,1
E01005591,11.97,1
E01005590,12.11,1
E01005592,11.01,1
E01005592,10.93,1
E01005577,10.26,1
E01005592,8.69,1
E01005571,9.18,1
E01005571,8.83,1
E01005570,9.36,1
E01005572,9.96,1
E01005574,10.41,1
E01005588,10.8,1
E01005588,11.42,1
E01005591,11.9,1
E01005591,12.33,1
E01005139,3.37,1
E01033687,4.02,1
E01005252,3.21,1
E01005250,3.75,1
E01033685,3.76,1
E01033687,4.43,1
E01005139,3.85,1
E01033685,4.35,1
E01005139,3.43,1
E01033687,3.89,1
E01033687,3.24,1
E01005103,-0.16,1
E01005103,-0.76,1
E01005103,0.11,1
E01005103,-0.44,1
E01005104,-0.2,1
E01005104,0.92,1
E01005103,0.34,1
E01005103,-0.3,1
E01033667,-2.37,1
E01033667,6.83,14
E01033664,2.76,1
E01033664,5.07,22
E01005249,0.9,1
E01005249,2.72,20
E01034108,3.27,16
E01034108,5.52,25
E01034108,3.09,17
E01034108,5.38,25
E01034108,2.77,17
E01034108,5.68,25
E01005138,3.06,17
E01005138,5.88,25
E01005138,2.82,20
E01005138,7.07,27
E01005141,0.95,1
E01005141,2.43,21
E01005138,6.26,27
E01005141,1.36,1
E01005141,3.1,21
E01005141,6.91,27
E01033687,1.65,1
E01033687,3.25,21
E01033687,7.04,27
E01033685,1.59,1
E01033685,3.01,21
E01033667,0.08,5
E01005226,5.64,27
E01005226,0.36,1
E01005226,2.4,22
E01005229,0.54,1
E01005229,2.6,22
E01005229,6.59,27
E01005229,1.23,1
E01005229,3.19,22
E01005229,7.03,27
E01005229,1.5,1
E01005229,3.2,20
E01005252,6.63,27
E01005252,2.13,1
E01005252,3.44,21
E01005252,6.59,27
E01033685,6.49,27
E01005205,4.63,28
E01005205,1.13,1
E01005205,3.97,25
E01005202,1.81,1
E01005202,4.11,25
E01005224,4.75,28
E01005223,1.63,1
E01005223,3.79,25
E01005223,5.01,28
E01005224,5.32,28
E01005205,1.85,1
E01005205,4.38,24
E01005203,4.44,27
E01005203,1.49,1
E01005203,4.06,24
E01005203,4.59,27
E01005203,1.09,1
E01005203,3.79,24
E01005203,4.61,27
E01005205,4.15,28
E01005205,2.09,1
E01005205,4.28,25
E01005205,4.11,27
E01033664,2.26,1
E01033664,4.54,24
E01033664,5.79,24
E01033664,5.29,24
E01033651,1.55,1
E01033651,2.79,25
E01033665,5.81,25
E01033665,0.97,1
E01033665,3.44,24
E01033651,5.98,25
E01033651,0.48,1
E01033651,2.91,24
E01033651,5.47,24
E01033664,0.75,1
E01033664,2.94,24
E01033651,5.92,24
E01033676,5.15,25
E01005130,1.35,1
E01005130,3.89,24
E01034107,3.34,19
E01005136,5.86,24
E01005136,5.24,25
E01005136,3.74,17
E01005164,6.24,7
E01034107,5.37,23
E01034107,2.77,18
E01034108,3.39,20
E01034107,3.17,18
E01034107,5.87,24
E01005136,5.99,24
E01005203,1.79,1
E01005203,4.97,24
E01005203,3.99,26
E01005203,0.2,1
E01005203,3.85,24
E01033676,4.56,25
E01033676,1.1,1
E01033676,4.24,24
E01033664,4.6,9
E01033664,3.16,3
E01033651,-1.32,1
E01033651,3.37,4
E01005160,4.84,10
E01005160,5.43,12
E01005160,5.26,10
E01033665,3.62,14
E01033665,-0.38,2
E01033665,1.25,7
E01033651,4.44,14
E01033651,-0.85,2
E01033651,1.62,6
E01033651,4.73,13
E01033664,-1.58,2
E01033664,1.08,6
E01033651,5.16,13
E01033676,2.74,14
E01033676,-0.73,4
E01033676,4.57,11
E01034110,-0.69,4
E01034110,4.53,11
E01034110,3.62,14
E01033676,3.04,14
E01005130,-0.12,3
E01005130,3.64,10
E01005103,2.92,7
E01034107,-0.3,4
E01034107,4.45,11
E01005136,4.79,11
E01005100,5.22,11
E01005100,4.74,11
E01005101,4.82,9
E01005101,5.13,11
E01005103,3.49,7
E01005101,4.78,11
E01005103,4.56,11
E01005167,-0.17,4
E01005167,4.95,11
E01034110,4.08,14
E01034110,3.72,14
E01034110,-0.23,4
E01034110,4.82,11
E01034110,-0.78,4
E01034110,4.41,11
E01034110,3.75,14
E01005160,6.01,12
E01005100,4.91,10
E01005103,5.02,12
E01005098,5.14,10
E01005103,5.76,12
E01005098,5.49,12
E01005164,0.8,3
E01005164,4.66,20
E01034107,6.41,26
E01034107,-0.42,4
E01034107,3.91,23
E01005102,4.78,10
E01005102,5.36,10
E01005102,5.13,12
E01005102,4.91,10
E01005160,4.88,12
E01005100,5.5,11
E01005164,-1.77,4
E01005164,4.8,22
E01005167,3.95,14
E01005206,3.4,13
E01005206,3.76,13
E01034107,3.78,13
E01034107,0.28,4
E01034107,3.51,23
E01034107,6.86,25
E01005136,4.82,12
E01034107,0.64,4
E01034107,5.37,11
E01005206,0.6,4
E01005206,5.37,11
E01005206,0.14,4
E01005206,5,11
E01005164,-0.55,4
E01005164,5.28,11
E01005203,-1.94,4
E01005203,3.39,11
E01033676,3.1,14
E01033676,-0.37,4
E01033676,4.4,11
E01004969,4.69,10
E01005547,5.98,12
E01005547,5.68,12
E01005547,4.42,10
E01005547,3.78,10
E01005547,5.86,11
E01005546,3.65,9
E01005546,6.1,11
E01005547,6.76,11
E01005546,3.82,9
E01005546,6.14,10
E01005546,4.58,7
E01005546,4.68,5
E01005546,6.03,9
E01005546,5.57,3
E01005184,6.08,19
E01034117,10.09,19
E01005286,8.6,19
E01005286,4.2,1
E01005286,4.44,19
E01005281,5.7,19
E01033664,-2.39,5
E01033664,-2.85,6
E01033667,1.37,1
E01033667,8.92,14
E01033653,9.22,14
E01033653,-0.19,6
E01033653,-4.72,4
E01033654,8.24,1
E01033654,-2.25,1
E01033653,-0.33,5
E01033653,-4.76,4
E01033665,1.48,1
E01033665,6.16,15
E01005142,0.51,7
E01005142,1.08,9
E01005166,5.35,1
E01005166,4.09,14
E01033658,-1.21,5
E01033658,-1.85,5
E01033658,2.47,1
E01033658,9.19,15
E01033658,2.35,1
E01033658,8.85,15
E01005143,0.57,6
E01005143,-0.02,8
E01005147,-0.59,5
E01005147,-0.66,8
E01033676,4.61,1
E01033676,5.85,14
E01033676,-0.4,3
E01033676,-0.58,8
E01033676,3.43,1
E01033676,5.26,15
E01033658,-0.14,6
E01033658,-1.37,8
E01033658,2.46,1
E01033658,7.63,15
E01033655,0.1,6
E01033655,-0.97,8
E01033655,2.09,1
E01033655,7.01,15
E01033655,-2,2
E01033655,-0.26,6
E01033655,1.63,1
E01033655,6.19,15
E01033665,-1.4,2
E01033665,0.15,6
E01005147,-1.15,2
E01005147,0.19,6
E01005135,3.77,6
E01005103,2.76,7
E01005103,2.62,8
E01005103,8.03,1
E01005103,5.85,6
E01005103,2.85,8
E01005103,8.24,1
E01005103,6.22,6
E01005103,8.93,1
E01005103,6.64,6
E01034107,3.36,7
E01005103,8.42,1
E01005103,6.31,6
E01033658,-1.23,7
E01033658,-1.88,6
E01005166,6.63,1
E01005166,3.82,14
E01005166,6.19,1
E01005166,3.91,14
E01005167,0.16,7
E01005167,0.9,9
E01005167,6.41,1
E01005167,3.97,14
E01005167,-0.29,7
E01005167,0.25,9
E01005166,0,7
E01005166,0.76,9
E01005166,6.87,1
E01005166,4.07,14
E01005166,5.75,1
E01005166,3.7,13
E01005165,-0.82,7
E01005165,-0.14,9
E01005165,5.38,1
E01005165,4.62,14
E01005160,3.3,8
E01005160,8.49,1
E01005160,5,8
E01005160,3.06,8
E01005160,8.06,1
E01005160,4.9,7
E01005100,8.24,1
E01005100,6.46,6
E01005103,2.98,7
E01005142,0.47,7
E01005142,1.09,9
E01005165,7.76,1
E01005165,4.93,8
E01005162,9.03,1
E01005162,4.92,8
E01005160,8.69,1
E01005160,4.69,8
E01005160,3.26,8
E01005162,3.27,8
E01005165,8.48,1
E01005165,4.74,8
E01005165,4.1,9
E01005166,3.78,9
E01005166,8.97,1
E01005166,4.35,7
E01005166,8.61,1
E01005166,4.24,7
E01005164,3.36,9
E01005164,4.16,8
E01005164,0.99,1
E01005164,8.28,1
E01005164,-2.36,9
E01005164,4.01,7
E01005164,6.59,1
E01005164,4.35,9
E01005164,5.37,12
E01005166,-0.44,7
E01005166,0.38,9
E01005160,2.7,8
E01005160,8.33,1
E01005160,5.21,7
E01005104,3.16,8
E01005104,8.84,1
E01005104,5.02,7
E01005104,3.04,8
E01005104,8.64,1
E01005104,5.58,7
E01005103,3.3,7
E01005103,9.1,1
E01005103,5.12,7
E01005103,3.25,7
E01005103,8.48,1
E01005103,6.57,6
E01005103,2.98,8
E01005103,7.44,1
E01005103,6.02,6
E01005103,8.1,1
E01005103,6.34,6
E01005103,2.6,7
E01005100,3.31,6
E01005100,7.88,1
E01005100,6.01,6
E01005099,3.76,6
E01005099,8.27,1
E01005099,5.62,6
E01005099,8.29,1
E01005099,6.34,6
E01005099,4.32,6
E01005164,-3.99,5
E01005164,6.63,1
E01005164,3.94,9
E01005164,3.04,14
E01005142,5.82,1
E01005142,5.74,14
E01005145,4.91,1
E01005145,5.33,14
E01005145,4.48,1
E01005145,4.77,14
E01005143,4.74,1
E01005143,5.24,14
E01005549,8.01,1
E01005549,6.61,6
E01005549,4,6
E01005539,-0.46,2
E01005539,5.14,3
E01005544,3.9,6
E01005549,8.55,1
E01005549,6.6,6
E01005549,3.97,6
E01005533,7.11,1
E01005533,6.25,6
E01005548,4.34,6
E01005548,7.32,1
E01005548,5.97,6
E01005548,4.29,6
E01005548,2.18,4
E01005066,6.89,19
E01033653,6.81,16
E01033653,5.28,2
E01033653,-0.55,4
E01033653,8.55,16
E01033662,2.68,7
E01033662,1.43,6
E01005066,3.05,7
E01005066,2.81,5
E01033662,8.23,18
E01033653,3.27,5
E01033653,0.19,5
E01033662,2.67,8
E01033662,0.53,7
E01005264,6.49,18
E01005264,3.92,9
E01005264,2.36,9
E01005269,6.51,18
E01005269,6.2,18
E01005268,7.1,18
E01005268,2.08,8
E01005268,1.1,9
E01005268,1.71,8
E01005268,0.96,9
E01005268,7.21,18
E01005265,4.12,9
E01005265,2.06,8
E01005264,6.15,18
E01005265,6.25,18
E01005264,3.9,9
E01005264,1.56,8
E01005265,5.96,18
E01005266,3.93,9
E01005266,1.9,8
E01005265,5.67,18
E01005078,6.63,19
E01005309,6.99,19
E01033653,8,16
E01034117,0.63,1
E01005212,2.35,7
E01005212,2.48,5
E01005210,2.08,6
E01005210,2.14,5
E01005066,7.65,19
E01034115,7.47,20
E01034115,0.58,5
E01034115,1.92,5
E01034115,8.04,19
E01034115,-0.19,4
E01034115,-1.51,3
E01005284,7.28,19
E01005284,8.51,19
E01005274,6.61,19
E01005273,1,8
E01005273,-0.01,9
E01005078,7.1,19
E01005078,2.89,8
E01005078,1.14,9
E01005078,7.09,19
E01005078,3.01,8
E01005078,1.25,9
E01005078,2.55,8
E01005078,1.21,9
E01005078,6.84,19
E01005268,2.2,8
E01005268,1.15,9
E01005185,6.6,19
E01005185,0.58,5
E01005185,-0.65,6
E01005185,6.68,19
E01005271,1.71,7
E01005271,0.24,8
E01005309,0.53,8
E01005309,-0.19,9
E01005076,2.36,8
E01005076,0.7,9
E01005277,7.44,19
E01005276,1.42,9
E01005276,-0.21,9
E01005276,7.21,19
E01005276,1.11,8
E01005276,-0.22,9
E01005276,7.22,19
E01005274,1.61,8
E01005274,0.3,9
E01005274,7.06,19
E01005304,1.78,8
E01005304,0.68,9
E01005304,6.82,19
E01005265,4.16,9
E01005265,2.71,9
E01005269,2.81,9
E01005269,1.15,9
E01005266,6,18
E01005266,5.87,18
E01005266,4.06,9
E01005266,2.18,8
E01005266,3.99,9
E01005266,1.98,8
E01005266,4.06,9
E01005266,2.06,8
E01006176,5.64,18
E01006176,2.09,8
E01006176,1.52,8
E01006178,3.41,9
E01006178,1.23,8
E01006174,3.39,9
E01006174,1.12,8
E01006174,3.04,9
E01006174,1.27,8
E01006160,3.35,9
E01006160,1.76,9
E01006161,0.37,8
E01006174,2.84,15
E01006174,5.66,18
E01006174,5.8,18
E01006178,5.9,18
E01006178,6.26,18
E01006176,5.93,18
E01006176,5.75,18
E01006176,2.63,8
E01006176,1.94,8
E01006173,2.16,8
E01006173,1.59,8
E01005447,14.21,8
E01005444,12.84,10
E01005433,11.55,5
E01005433,5.05,5
E01005447,24.21,9
E01005447,23.32,8
E01005447,5.06,5
E01005397,26.33,12
E01005397,5.49,11
E01005397,31.97,13
E01005397,-7.21,8
E01005397,34.41,11
E01005397,4.56,8
E01005445,22.87,12
E01005433,13.92,9
E01005433,13.88,7
E01005433,38.57,3
E01005433,20.84,6
E01005432,51.85,6
E01005428,19.25,8
E01032920,14.38,11
E01032920,39.89,7
E01005432,5.02,9
E01005432,32.09,10
E01005432,20.49,10
E01005432,-3.68,10
E01005447,12.77,10
E01005445,12.64,11
E01005445,20.18,9
E01005441,18.18,8
E01005357,14.94,12
E01005357,15.41,12
E01005357,15.14,12
E01005359,15.6,12
E01005358,15.9,12
E01005358,17.55,12
E01005358,13.59,12
E01005444,20.12,10
E01005441,12.31,10
E01005441,13.38,10
E01005355,23.02,10
E01005355,7.69,9
E01005355,8.88,6
E01005355,21.04,9
E01005356,20.89,11
E01005356,-0.24,9
E01005399,13.14,11
E01005356,-6.38,10
E01005356,17.34,13
E01005356,0.84,5
E01005399,22.4,12
E01005399,26.45,6
E01005433,28.76,6
E01005448,3.62,21
E01005448,4.17,20
E01005455,1.75,18
E01005421,1.34,18
E01005421,4.33,20
E01005421,1.67,18
E01005421,4.77,20
E01005421,5.13,20
E01005421,4.33,20
E01005421,1.96,17
E01005453,1.71,17
E01005453,4.76,20
E01032558,4.15,20
E01032558,3.09,16
E01032558,3.67,20
E01032558,3,15
E01032558,3.7,18
E01032558,3.31,15
E01032559,5.03,7
E01032559,7.86,3
E01032559,0.25,1
E01005452,3.99,20
E01005453,2.96,16
E01005453,4.25,20
E01005433,3.56,8
E01005433,-1.42,8
E01005433,0.22,13
E01005433,3.15,14
E01005433,0.41,9
E01005433,4.17,8
E01005432,3.82,6
E01032920,1.84,17
E01005421,3.64,17
E01005448,3.57,21
E01005453,2.2,17
E01005453,4.38,20
E01005453,2.58,16
E01005448,1.22,17
E01005448,0.73,17
E01004987,0.15,9
E01004988,2.7,10
E01004988,4.24,10
E01005007,-0.29,10
E01005034,7.41,10
E01005648,3.49,11
E01005038,3.04,11
E01004988,2.24,10
E01005032,3.33,11
E01005031,3.04,11
E01005031,8.8,9
E01005031,2.83,11
E01005031,8.43,9
E01005031,8.64,9
E01005031,3.3,11
E01005055,6.25,10
E01005007,6.45,10
E01005007,0.4,10
E01004941,0.85,10
E01004942,7.77,10
E01004942,0.96,10
E01004942,7.28,10
E01004988,7.46,10
E01005056,7.82,10
E01005056,1.12,8
E01004946,7.64,10
E01004946,0.7,10
E01004946,7.8,10
E01005056,0.15,7
E01005056,6.68,10
E01005058,0.34,7
E01005055,7,10
E01005055,6.44,10
E01005055,0.76,7
E01005055,-0.11,10
E01004986,7.29,10
E01004986,0.86,10
E01004986,6.7,10
E01004986,1.54,10
E01004989,6.4,10
E01005007,6.73,9
E01005060,6.31,9
E01005060,-0.01,10
E01005060,0.26,10
E01005060,6.45,9
E01005060,0.69,10
E01005060,5.83,9
E01005060,0.35,10
E01005060,5.63,10
E01005060,0.66,10
E01005060,5.22,10
E01005030,1.21,7
E01005060,5.15,10
E01005025,0.96,6
E01004983,7.29,10
E01004983,2.41,10
E01004983,2.07,11
E01004989,6.16,10
E01004988,0.56,9
E01005038,7.66,10
E01005036,8.08,10
E01004987,7.59,10
E01004988,7.19,10
E01004986,1.42,10
E01005034,7.9,10
E01005034,1.64,10
E01005032,3.92,11
E01005037,7.96,9
E01005038,4.12,10
E01005033,7.08,10
E01004945,0.51,10
E01005045,7.43,10
E01005036,7.89,10
E01005036,2.44,9
E01005036,3.18,9
E01005036,2.9,10
E01005037,2.83,11
E01005037,2.58,11
E01005037,8.21,9
E01005032,8.18,9
E01005032,3.81,11
E01005032,8.61,9
E01005032,9.09,9
E01033981,7.74,9
E01033981,4.08,11
E01033980,8.21,9
E01033980,3.66,11
E01005682,-0.36,5
E01005653,3.12,11
E01005653,3.17,12
E01005653,9.04,9
E01005683,7.47,9
E01005683,3.75,11
E01005681,3.84,11
E01005681,7.28,9
E01005681,6.35,9
E01005681,3.67,11
E01005648,8.82,9
E01005652,2.86,11
E01005652,9.35,9
E01005653,2.75,11
E01005653,9.62,9
E01005653,8.78,9
E01005653,3.11,11
E01005653,9.09,9
E01005389,2.29,1
E01005420,1.06,1
E01005408,2.51,1
E01005419,1.65,1
E01005413,1.82,1
E01005350,10.69,1
E01005413,9.05,1
E01005406,9.98,1
E01005406,1.92,1
E01005406,9.59,1
E01005406,1.18,1
E01005406,1.43,1
E01005406,9.88,1
E01005406,0.91,1
E01005406,9.54,1
E01005407,9.52,1
E01005407,1.65,1
E01005407,8.12,1
E01005409,2.44,1
E01005409,6.73,1
E01005409,2.98,1
E01005409,6.28,1
E01005408,3.54,1
E01005409,6.99,1
E01005409,3.21,1
E01005409,7.04,1
E01005409,3.7,1
E01005408,7.66,1
E01005433,10.59,1
E01005433,9.79,1
E01005433,10.3,1
E01005427,9.25,1
E01005419,8.75,1
E01005418,9.02,1
E01005420,1.32,1
E01005419,1.93,1
E01005419,8.76,1
E01005419,2.01,1
E01005419,7.85,1
E01032556,2.68,1
E01032556,8.45,1
E01005431,2.49,1
E01005431,8.58,1
E01005451,2.3,1
E01005451,8.05,1
E01005451,2.12,1
E01005451,8.93,1
E01005428,8.45,1
E01005428,2.68,1
E01005428,2.92,1
E01005428,9.24,1
E01005250,2.9,3
E01005249,8.41,1
E01005249,1.41,2
E01005250,2.85,4
E01005250,3.08,4
E01005250,7.72,1
E01005250,3.38,2
E01033667,7.01,1
E01005253,7.58,1
E01005253,3.34,2
E01005256,0.09,3
E01005256,6.09,1
E01005256,3.17,1
E01005249,2.86,3
E01005256,7.61,1
E01005256,1.01,2
E01005249,7.17,1
E01005249,0.61,2
E01005256,2.87,3
E01005249,7.81,1
E01005249,1.16,2
E01005249,2.85,3
E01005249,7.69,1
E01005249,0.68,2
E01005249,3.33,3
E01005250,2.96,4
E01005250,7.88,1
E01005250,2.92,2
E01005250,8.43,1
E01005250,2.38,2
E01005249,8.14,1
E01005249,1.31,2
E01005249,3.18,3
E01033651,6.23,2
E01005129,0.92,2
E01005129,3.17,3
E01005129,1.25,2
E01005129,4.22,3
E01005130,0.78,2
E01005130,4.87,3
E01005130,0.46,2
E01005130,4.57,3
E01005130,-0.3,2
E01033651,5.52,2
E01005130,0.23,2
E01033651,-0.31,2
E01005256,6.45,1
E01005256,3.82,1
E01005256,0.55,3
E01005256,6.54,1
E01005256,1.65,2
E01005257,1.43,3
E01005257,5.77,1
E01005257,1.6,2
E01005257,1.67,3
E01005257,5.27,1
E01005257,1.45,2
E01005257,2.23,3
E01005257,1.88,3
E01005257,5.32,1
E01005257,1.52,2
E01005129,3.18,3
E01005257,5.57,1
E01005257,1.92,2
E01005247,6.73,1
E01005247,2.58,2
E01005253,2.76,4
E01005247,2.44,4
E01005447,7.5,2
E01005338,2.93,4
E01005338,3.3,2
E01005338,2.65,2
E01005337,2.72,2
E01005398,2.75,4
E01005340,2.88,2
E01005340,3.32,4
E01005337,3.17,4
E01005337,2.1,2
E01005338,2.25,2
E01005352,2.36,2
E01005338,3.23,4
E01005338,3.32,4
E01005337,2.6,4
E01005401,2.72,4
E01005393,2.34,2
E01005401,3.72,2
E01005401,2.35,4
E01005398,4.16,2
E01005447,-0.74,2
E01005447,-0.7,2
E01005447,7.59,2
E01005400,5.18,2
E01005445,-0.16,2
E01005447,6.66,2
E01005445,3.88,1
E01005445,4.18,3
E01005441,2.14,1
E01005441,3.75,1
E01005447,5.26,2
E01005355,9.07,3
E01005355,0.42,2
E01005355,6.45,2
E01005447,-0.26,2
E01005447,6.69,2
E01005445,0.26,2
E01005445,7.39,2
E01005356,3.32,4
E01005356,5.51,2
E01005356,3.62,4
E01005399,6.28,2
E01005399,4.78,3
E01005400,3.87,4
E01005400,4.49,2
E01005399,3.92,4
E01005399,5.62,2
E01005399,3.46,4
E01005399,5.88,2
E01005345,7.4,1
E01005345,3.36,2
E01005400,4.18,2
E01005400,3.65,4
E01005398,4.8,2
E01005398,3.02,4
E01005327,2.77,2
E01005327,2.75,4
E01005327,6.18,1
E01005327,2.23,2
E01005327,2.1,4
E01005327,2.66,4
E01005327,6.18,1
E01005327,0.89,2
E01005330,2.44,4
E01005330,6.11,1
E01005330,0.03,2
E01005330,3.44,4
E01005341,7.58,1
E01005341,0.14,2
E01005341,3.09,4
E01005341,7.22,1
E01005341,1.68,2
E01005346,3.39,4
E01005346,8.11,1
E01005346,3.6,2
E01005345,3.32,4
E01005251,3.23,4
E01005251,7.18,1
E01005251,3.43,2
E01005941,5.45,12
E01006022,2.35,13
E01006022,5.67,13
E01005943,3.31,14
E01006061,6.27,11
E01006061,4.15,10
E01006062,6.12,11
E01006062,6.36,12
E01006068,4.01,13
E01006068,3.38,13
E01006069,5.02,12
E01006068,3.28,13
E01006069,6.09,12
E01006068,6.19,12
E01006068,3.3,13
E01006068,5.88,12
E01006068,3.23,13
E01006022,3.04,13
E01006022,6.07,13
E01006022,3.09,13
E01006060,2.97,13
E01006068,5.66,12
E01006068,3.84,12
E01006069,5.45,12
E01006067,5.98,12
E01006073,3.93,12
E01006067,5.69,12
E01006067,4.46,12
E01006067,5.59,11
E01006067,4.2,11
E01006073,3.67,10
E01006073,5.46,11
E01006061,4.2,10
E01006061,5.24,11
E01006061,3.77,10
E01006062,3.03,7
E01005948,2.13,12
E01005948,1.65,12
E01006062,6.48,6
E01006060,2.35,13
E01006066,4.9,12
E01006060,6.05,13
E01006066,3.46,14
E01006066,5.49,13
E01006066,5.45,13
E01006066,4.97,12
E01006066,3.5,14
E01005943,2.67,12
E01005943,5.05,12
E01005948,5.72,12
E01005941,6.46,12
E01005943,1.96,12
